run_id,domain,ckpt,cell,n,floor,epochs,d_raw,F_judge,M,F_parse,D,A_delivered,A_latent,ND,residual,F_floor,n_clean,n_P,n_w,r0,r1,a0,a1,d_a_matched,n_matched,lowpower,d_a_prerepair,n_matched_pre,lowpower_pre,w_source,abs_strict_t,abs_strict_f,parse_rate_t,grey,note
v2:fc:ALL,v2,fc,ALL,600,factonly,3,0.3933,-0.3967,0.0789,0.7111,,,,,0.0,,180,0,,,,,,,,,,0,LOWPOWER,,0.79,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v2_1:prefix_wrong:H-Cor,v2_1,prefix_wrong,H-Cor,60,factonly_on_v21,,0.6667,-0.1667,0.8333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8333,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v2_1:prefix_wrong:K-Abl,v2_1,prefix_wrong,K-Abl,60,factonly_on_v21,,0.0,-1.0,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v2_1:prefix_wrong:K-Aug,v2_1,prefix_wrong,K-Aug,60,factonly_on_v21,,-0.6333,-0.9667,0.3333,,,,,,-0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3333,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v2_1:prefix_wrong:K-Cor,v2_1,prefix_wrong,K-Cor,60,factonly_on_v21,,0.0333,-0.95,0.9833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9833,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v2_1:prefix_wrong:R-Abl,v2_1,prefix_wrong,R-Abl,60,factonly_on_v21,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v2_1:prefix_wrong:R-Aug,v2_1,prefix_wrong,R-Aug,60,factonly_on_v21,,0.9333,0.0,0.0,0.9333,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.9333,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v2_1:prefix_wrong:R-Cor,v2_1,prefix_wrong,R-Cor,60,factonly_on_v21,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:actionized_full:ALL,v3,actionized_full,ALL,600,factonly,3,0.5583,-0.3967,-0.045,1.0,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.955,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:actionized_full:keep_answer,v3,actionized_full,keep_answer,60,factonly,3,0.8,-0.2,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:actionized_full:override_wrong_claim,v3,actionized_full,override_wrong_claim,60,factonly,3,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:actionized_full:recompute,v3,actionized_full,recompute,180,factonly,3,0.6,-0.3222,-0.0778,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.9222,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:actionized_full:retrieve_or_abstain,v3,actionized_full,retrieve_or_abstain,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:actionized_full:use_provided_support,v3,actionized_full,use_provided_support,120,factonly,3,0.0333,-0.8583,0.8917,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8917,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:actionized_full:verify_bridge,v3,actionized_full,verify_bridge,60,factonly,3,0.8667,-0.1333,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:actionized_full:verify_step,v3,actionized_full,verify_step,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cot:ALL,v3,cot,ALL,600,factonly,3,0.5967,-0.3967,-0.0067,1.0,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.9933,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cot:keep_answer,v3,cot,keep_answer,60,factonly,3,0.7667,-0.2,0.9667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cot:override_wrong_claim,v3,cot,override_wrong_claim,60,factonly,3,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cot:recompute,v3,cot,recompute,180,factonly,3,0.6722,-0.3222,-0.0056,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.9944,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cot:retrieve_or_abstain,v3,cot,retrieve_or_abstain,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cot:use_provided_support,v3,cot,use_provided_support,120,factonly,3,0.1333,-0.8583,0.9917,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9917,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cot:verify_bridge,v3,cot,verify_bridge,60,factonly,3,0.8667,-0.1333,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cot:verify_step,v3,cot,verify_step,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_override_wrong_claim:ALL,v3,targeted_override_wrong_claim,ALL,600,factonly,3,0.0567,-0.3967,0.4033,0.05,,,,,-0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.4533,0.0,0.9833,,no both-parsed clean items; F_parse=d_clean
v3:targeted_override_wrong_claim:keep_answer,v3,targeted_override_wrong_claim,keep_answer,60,factonly,3,0.2,-0.2,0.4,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.4,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_override_wrong_claim:override_wrong_claim,v3,targeted_override_wrong_claim,override_wrong_claim,60,factonly,3,0.0,-0.95,0.95,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_override_wrong_claim:recompute,v3,targeted_override_wrong_claim,recompute,180,factonly,3,0.0278,-0.3222,0.3,0.05,,,,,-0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.35,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_override_wrong_claim:retrieve_or_abstain,v3,targeted_override_wrong_claim,retrieve_or_abstain,60,factonly,3,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,0.8667,,no both-parsed clean items; F_parse=d_clean
v3:targeted_override_wrong_claim:use_provided_support,v3,targeted_override_wrong_claim,use_provided_support,120,factonly,3,0.075,-0.8583,0.9333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9333,0.0,0.9917,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_override_wrong_claim:verify_bridge,v3,targeted_override_wrong_claim,verify_bridge,60,factonly,3,0.0333,-0.1333,0.1667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.1667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_override_wrong_claim:verify_step,v3,targeted_override_wrong_claim,verify_step,60,factonly,3,0.1,0.0,0.0,0.1,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.1,0.0,0.9833,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_bridge:ALL,v3,targeted_verify_bridge,ALL,600,factonly,3,0.07,-0.3967,0.3708,0.0958,,,,,-0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.4667,0.0,0.965,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_bridge:keep_answer,v3,targeted_verify_bridge,keep_answer,60,factonly,3,0.4333,-0.2,0.6333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6333,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_bridge:override_wrong_claim,v3,targeted_verify_bridge,override_wrong_claim,60,factonly,3,-0.2667,-0.95,0.6833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6833,0.0,0.9667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_bridge:recompute,v3,targeted_verify_bridge,recompute,180,factonly,3,0.0278,-0.3222,0.1917,0.1583,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.35,0.0,0.9167,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_bridge:retrieve_or_abstain,v3,targeted_verify_bridge,retrieve_or_abstain,60,factonly,3,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_bridge:use_provided_support,v3,targeted_verify_bridge,use_provided_support,120,factonly,3,-0.1667,-0.8583,0.6917,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6917,0.0,0.9917,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_bridge:verify_bridge,v3,targeted_verify_bridge,verify_bridge,60,factonly,3,0.7167,-0.1333,0.85,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.85,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_bridge:verify_step,v3,targeted_verify_bridge,verify_step,60,factonly,3,0.0667,0.0,0.0,0.0667,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0667,0.0,0.95,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_step:ALL,v3,targeted_verify_step,ALL,600,factonly,3,0.0467,-0.3967,0.1308,0.3125,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.4433,0.0,0.835,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_step:keep_answer,v3,targeted_verify_step,keep_answer,60,factonly,3,0.15,-0.2,0.35,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.35,0.0,0.8167,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_step:override_wrong_claim,v3,targeted_verify_step,override_wrong_claim,60,factonly,3,-0.35,-0.95,0.6,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6,0.0,0.85,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_step:recompute,v3,targeted_verify_step,recompute,180,factonly,3,0.0222,-0.3222,0.1944,0.15,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.3444,0.0,0.8444,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_step:retrieve_or_abstain,v3,targeted_verify_step,retrieve_or_abstain,60,factonly,3,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,0.5,,no both-parsed clean items; F_parse=d_clean
v3:targeted_verify_step:use_provided_support,v3,targeted_verify_step,use_provided_support,120,factonly,3,-0.1917,-0.8583,0.6667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6667,0.0,0.8667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_step:verify_bridge,v3,targeted_verify_step,verify_bridge,60,factonly,3,0.0333,-0.1333,0.1667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.1667,0.0,0.9167,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_verify_step:verify_step,v3,targeted_verify_step,verify_step,60,factonly,3,0.95,0.0,0.0,0.95,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_recompute:ALL,v3,targeted_recompute,ALL,600,factonly,3,0.51,-0.3967,-0.0933,1.0,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.9067,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_recompute:keep_answer,v3,targeted_recompute,keep_answer,60,factonly,3,0.6167,-0.2,0.8167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8167,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_recompute:override_wrong_claim,v3,targeted_recompute,override_wrong_claim,60,factonly,3,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_recompute:recompute,v3,targeted_recompute,recompute,180,factonly,3,0.6778,-0.3222,0.0,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_recompute:retrieve_or_abstain,v3,targeted_recompute,retrieve_or_abstain,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_recompute:use_provided_support,v3,targeted_recompute,use_provided_support,120,factonly,3,0.1083,-0.8583,0.9667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_recompute:verify_bridge,v3,targeted_recompute,verify_bridge,60,factonly,3,0.1833,-0.1333,0.3167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3167,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_recompute:verify_step,v3,targeted_recompute,verify_step,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_use_provided_support:ALL,v3,targeted_use_provided_support,ALL,600,factonly,3,0.2583,-0.3967,0.0592,0.5958,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.655,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_use_provided_support:keep_answer,v3,targeted_use_provided_support,keep_answer,60,factonly,3,0.7167,-0.2,0.9167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9167,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_use_provided_support:override_wrong_claim,v3,targeted_use_provided_support,override_wrong_claim,60,factonly,3,-0.7833,-0.95,0.1667,,,,,,-0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.1667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_use_provided_support:recompute,v3,targeted_use_provided_support,recompute,180,factonly,3,0.3556,-0.3222,0.1528,0.525,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.6778,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_use_provided_support:retrieve_or_abstain,v3,targeted_use_provided_support,retrieve_or_abstain,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_use_provided_support:use_provided_support,v3,targeted_use_provided_support,use_provided_support,120,factonly,3,0.1417,-0.8583,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_use_provided_support:verify_bridge,v3,targeted_use_provided_support,verify_bridge,60,factonly,3,-0.0333,-0.1333,0.1,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.1,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_use_provided_support:verify_step,v3,targeted_use_provided_support,verify_step,60,factonly,3,0.3333,0.0,0.0,0.3333,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.3333,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_retrieve_or_abstain:ALL,v3,targeted_retrieve_or_abstain,ALL,600,factonly,3,0.0633,-0.3967,0.0683,0.3917,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.46,0.0,0.8917,,no both-parsed clean items; F_parse=d_clean
v3:targeted_retrieve_or_abstain:keep_answer,v3,targeted_retrieve_or_abstain,keep_answer,60,factonly,3,0.3167,-0.2,0.5167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5167,0.0,0.9,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_retrieve_or_abstain:override_wrong_claim,v3,targeted_retrieve_or_abstain,override_wrong_claim,60,factonly,3,-0.3667,-0.95,0.5833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5833,0.0,0.9333,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_retrieve_or_abstain:recompute,v3,targeted_retrieve_or_abstain,recompute,180,factonly,3,0.0444,-0.3222,0.1333,0.2333,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.3667,0.0,0.8556,,no both-parsed clean items; F_parse=d_clean
v3:targeted_retrieve_or_abstain:retrieve_or_abstain,v3,targeted_retrieve_or_abstain,retrieve_or_abstain,60,factonly,3,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:targeted_retrieve_or_abstain:use_provided_support,v3,targeted_retrieve_or_abstain,use_provided_support,120,factonly,3,-0.2833,-0.8583,0.575,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.575,0.0,0.8917,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_retrieve_or_abstain:verify_bridge,v3,targeted_retrieve_or_abstain,verify_bridge,60,factonly,3,0.0167,-0.1333,0.15,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.15,0.0,0.8833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:targeted_retrieve_or_abstain:verify_step,v3,targeted_retrieve_or_abstain,verify_step,60,factonly,3,0.1,0.0,0.0,0.1,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.1,0.0,0.85,,no both-parsed clean items; F_parse=d_clean
v3:random_override_wrong_claim:ALL,v3,random_override_wrong_claim,ALL,600,factonly,,0.3117,-0.3967,0.0083,0.7,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.7083,0.0,0.975,,no both-parsed clean items; F_parse=d_clean
v3:random_override_wrong_claim:keep_answer,v3,random_override_wrong_claim,keep_answer,60,factonly,,0.5333,-0.2,0.7333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.7333,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_override_wrong_claim:override_wrong_claim,v3,random_override_wrong_claim,override_wrong_claim,60,factonly,,-0.3833,-0.95,0.5667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_override_wrong_claim:recompute,v3,random_override_wrong_claim,recompute,180,factonly,,0.55,-0.3222,0.0222,0.85,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8722,0.0,0.9889,,no both-parsed clean items; F_parse=d_clean
v3:random_override_wrong_claim:retrieve_or_abstain,v3,random_override_wrong_claim,retrieve_or_abstain,60,factonly,,0.35,0.0,0.0,0.35,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.35,0.0,0.9667,,no both-parsed clean items; F_parse=d_clean
v3:random_override_wrong_claim:use_provided_support,v3,random_override_wrong_claim,use_provided_support,120,factonly,,0.0167,-0.8583,0.875,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.875,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_override_wrong_claim:verify_bridge,v3,random_override_wrong_claim,verify_bridge,60,factonly,,0.1833,-0.1333,0.3167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3167,0.0,0.9333,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_override_wrong_claim:verify_step,v3,random_override_wrong_claim,verify_step,60,factonly,,0.75,0.0,0.0,0.75,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.75,0.0,0.9333,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_bridge:ALL,v3,random_verify_bridge,ALL,600,factonly,,0.2617,-0.3967,-0.025,0.6833,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.6583,0.0,0.9717,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_bridge:keep_answer,v3,random_verify_bridge,keep_answer,60,factonly,,0.3667,-0.2,0.5667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5667,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_bridge:override_wrong_claim,v3,random_verify_bridge,override_wrong_claim,60,factonly,,-0.4667,-0.95,0.4833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.4833,0.0,0.9167,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_bridge:recompute,v3,random_verify_bridge,recompute,180,factonly,,0.4833,-0.3222,0.0639,0.7417,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8056,0.0,0.9944,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_bridge:retrieve_or_abstain,v3,random_verify_bridge,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_bridge:use_provided_support,v3,random_verify_bridge,use_provided_support,120,factonly,,-0.05,-0.8583,0.8083,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8083,0.0,0.9667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_bridge:verify_bridge,v3,random_verify_bridge,verify_bridge,60,factonly,,0.1167,-0.1333,0.25,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.25,0.0,0.9667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_bridge:verify_step,v3,random_verify_bridge,verify_step,60,factonly,,0.25,0.0,0.0,0.25,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.25,0.0,0.9333,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_step:ALL,v3,random_verify_step,ALL,600,factonly,,0.305,-0.3967,0.085,0.6167,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.7017,0.0,0.9867,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_step:keep_answer,v3,random_verify_step,keep_answer,60,factonly,,0.3167,-0.2,0.5167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5167,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_step:override_wrong_claim,v3,random_verify_step,override_wrong_claim,60,factonly,,-0.0833,-0.95,0.8667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8667,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_step:recompute,v3,random_verify_step,recompute,180,factonly,,0.5667,-0.3222,0.0472,0.8417,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8889,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_step:retrieve_or_abstain,v3,random_verify_step,retrieve_or_abstain,60,factonly,,0.0833,0.0,0.0,0.0833,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0833,0.0,0.9667,,no both-parsed clean items; F_parse=d_clean
v3:random_verify_step:use_provided_support,v3,random_verify_step,use_provided_support,120,factonly,,0.0917,-0.8583,0.95,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.95,0.0,0.9917,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_step:verify_bridge,v3,random_verify_step,verify_bridge,60,factonly,,0.15,-0.1333,0.2833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.2833,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_verify_step:verify_step,v3,random_verify_step,verify_step,60,factonly,,0.7,0.0,0.0,0.7,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.7,0.0,0.9667,,no both-parsed clean items; F_parse=d_clean
v3:random_recompute:ALL,v3,random_recompute,ALL,600,factonly,,0.5717,-0.3967,-0.0233,0.9917,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.9683,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_recompute:keep_answer,v3,random_recompute,keep_answer,60,factonly,,0.75,-0.2,0.95,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_recompute:override_wrong_claim,v3,random_recompute,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_recompute:recompute,v3,random_recompute,recompute,180,factonly,,0.6778,-0.3222,0.0,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_recompute:retrieve_or_abstain,v3,random_recompute,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_recompute:use_provided_support,v3,random_recompute,use_provided_support,120,factonly,,0.1417,-0.8583,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_recompute:verify_bridge,v3,random_recompute,verify_bridge,60,factonly,,0.6333,-0.1333,0.7667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.7667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_recompute:verify_step,v3,random_recompute,verify_step,60,factonly,,0.9667,0.0,0.0,0.9667,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_use_provided_support:ALL,v3,random_use_provided_support,ALL,600,factonly,,0.51,-0.3967,-0.0933,1.0,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.9067,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
